distance,airport_1,airport_2,daily_passengers,state_1,city_1,state_2,city_2,population_1,density_1,population_2,density_2,lat_1,lon_1,lat_2,lon_2
2282,LAS,EWR,1521.322033898305,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2282,LAS,HPN,19.3135593220339,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2282,LAS,ISP,73.33898305084746,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2282,LAS,JFK,1931.949152542373,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2282,LAS,LGA,282.6779661016949,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2282,LAS,SWF,16.743362831858406,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
414,LAS,OAK,1527.5677966101696,NV,Las Vegas,CA,San Francisco,2248047.0,1755.1,3364979.0,7030.7,36.169202,-115.140597,37.78008,-122.420168
414,LAS,SFO,2217.5508474576272,NV,Las Vegas,CA,San Francisco,2248047.0,1755.1,3364979.0,7030.7,36.169202,-115.140597,37.78008,-122.420168
414,LAS,SJC,1323.1101694915253,NV,Las Vegas,CA,San Francisco,2248047.0,1755.1,3364979.0,7030.7,36.169202,-115.140597,37.78008,-122.420168
2174,LAS,FLL,678.1355932203389,NV,Las Vegas,FL,Miami,2248047.0,1755.1,6080145.0,4758.9,36.169202,-115.140597,44.977479,-93.264346
2174,LAS,MIA,552.4491525423729,NV,Las Vegas,FL,Miami,2248047.0,1755.1,6080145.0,4758.9,36.169202,-115.140597,44.977479,-93.264346
236,LAS,BUR,1255.6694915254238,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
236,LAS,LGB,500.01,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
236,LAS,ONT,573.2203389830509,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
236,LAS,SNA,872.957627118644,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
1984,LAS,TPA,654.4152542372881,NV,Las Vegas,FL,Tampa,2248047.0,1755.1,2861173.0,1320.9,36.169202,-115.140597,37.8606,-78.804199
2154,LAS,ORF,213.73333333333332,NV,Las Vegas,VA,Norfolk,2248047.0,1755.1,236973.0,1717.4,36.169202,-115.140597,36.846164,-76.285913
2154,LAS,PHF,27.288888888888888,NV,Las Vegas,VA,Norfolk,2248047.0,1755.1,236973.0,1717.4,36.169202,-115.140597,36.846164,-76.285913
2136,LAX,PIT,419.40677966101697,CA,Los Angeles,PA,Pittsburgh,11922389.0,3184.7,1749091.0,2118.5,34.052238,-118.243344,40.442169,-79.994945
453,LAX,TUS,645.3728813559322,CA,Los Angeles,AZ,Tucson,11922389.0,3184.7,878320.0,863.9,34.052238,-118.243344,35.167852,-103.726151
370,LAX,PHX,1741.9661016949153,CA,Los Angeles,AZ,Phoenix,11922389.0,3184.7,4064275.0,1198.9,34.052238,-118.243344,30.406931,-87.217578
978,LAX,SEA,2841.677966101695,CA,Los Angeles,WA,Seattle,11922389.0,3184.7,3561397.0,3376.6,34.052238,-118.243344,47.603229,-122.33028
1797,LAX,BNA,714.6271186440678,CA,Los Angeles,TN,Nashville,11922389.0,3184.7,1177657.0,555.4,34.052238,-118.243344,36.166687,-86.779932
2329,LAX,BWI,1074.6864406779662,CA,Los Angeles,DC,Washington,11922389.0,3184.7,5116378.0,4235.7,34.052238,-118.243344,38.892062,-77.019912
2329,LAX,DCA,728.9406779661017,CA,Los Angeles,DC,Washington,11922389.0,3184.7,5116378.0,4235.7,34.052238,-118.243344,38.892062,-77.019912
2329,LAX,IAD,1646.0084745762713,CA,Los Angeles,DC,Washington,11922389.0,3184.7,5116378.0,4235.7,34.052238,-118.243344,38.892062,-77.019912
1592,LAX,STL,721.1949152542373,CA,Los Angeles,MO,St. Louis,11922389.0,3184.7,2130881.0,1864.3,34.052238,-118.243344,38.630276,-90.200309
2218,LAX,MCO,1495.4830508474577,CA,Los Angeles,FL,Orlando,11922389.0,3184.7,1882705.0,1070.2,34.052238,-118.243344,28.538331,-81.378879
1535,LAX,MSP,1305.4322033898304,CA,Los Angeles,MN,Minneapolis,11922389.0,3184.7,2892569.0,3052.2,34.052238,-118.243344,44.977479,-93.264346
2510,LAX,EWR,2554.2881355932204,CA,Los Angeles,NY,New York City,11922389.0,3184.7,18908608.0,11080.3,34.052238,-118.243344,40.123164,-75.333718
2510,LAX,HPN,32.53389830508475,CA,Los Angeles,NY,New York City,11922389.0,3184.7,18908608.0,11080.3,34.052238,-118.243344,40.123164,-75.333718
2510,LAX,ISP,34.686440677966104,CA,Los Angeles,NY,New York City,11922389.0,3184.7,18908608.0,11080.3,34.052238,-118.243344,40.123164,-75.333718
2510,LAX,JFK,4963.796610169492,CA,Los Angeles,NY,New York City,11922389.0,3184.7,18908608.0,11080.3,34.052238,-118.243344,40.123164,-75.333718
2510,LAX,LGA,485.95762711864404,CA,Los Angeles,NY,New York City,11922389.0,3184.7,18908608.0,11080.3,34.052238,-118.243344,40.123164,-75.333718
2510,LAX,SWF,19.25925925925926,CA,Los Angeles,NY,New York City,11922389.0,3184.7,18908608.0,11080.3,34.052238,-118.243344,40.123164,-75.333718
372,LAX,OAK,2140.5169491525426,CA,Los Angeles,CA,San Francisco,11922389.0,3184.7,3364979.0,7030.7,34.052238,-118.243344,37.78008,-122.420168
372,LAX,SFO,3769.14406779661,CA,Los Angeles,CA,San Francisco,11922389.0,3184.7,3364979.0,7030.7,34.052238,-118.243344,37.78008,-122.420168
372,LAX,SJC,1699.3728813559321,CA,Los Angeles,CA,San Francisco,11922389.0,3184.7,3364979.0,7030.7,34.052238,-118.243344,37.78008,-122.420168
2343,LAX,FLL,1061.2881355932204,CA,Los Angeles,FL,Miami,11922389.0,3184.7,6080145.0,4758.9,34.052238,-118.243344,44.977479,-93.264346
2343,LAX,MIA,1211.3050847457628,CA,Los Angeles,FL,Miami,11922389.0,3184.7,6080145.0,4758.9,34.052238,-118.243344,44.977479,-93.264346
1843,LAX,SDF,174.03389830508473,CA,Los Angeles,KY,Louisville,11922389.0,3184.7,963812.0,923.1,34.052238,-118.243344,38.256078,-85.751569
404,LAX,SMF,1341.8305084745762,CA,Los Angeles,CA,Sacramento,11922389.0,3184.7,1957738.0,2049.4,34.052238,-118.243344,38.582087,-121.50012
2158,LAX,TPA,577.6016949152543,CA,Los Angeles,FL,Tampa,11922389.0,3184.7,2861173.0,1320.9,34.052238,-118.243344,37.8606,-78.804199
1211,LAX,SAT,511.22033898305085,CA,Los Angeles,TX,San Antonio,11922389.0,3184.7,2058444.0,1118.8,34.052238,-118.243344,29.425173,-98.494599
1756,LAX,MKE,399.50847457627117,CA,Los Angeles,WI,Milwaukee,11922389.0,3184.7,1290940.0,2301.6,34.052238,-118.243344,43.041072,-87.909421
1670,LAX,MSY,791.2457627118644,CA,Los Angeles,LA,New Orleans,11922389.0,3184.7,932759.0,866.5,34.052238,-118.243344,29.950621,-90.074948
2371,LAX,ORF,198.5,CA,Los Angeles,VA,Norfolk,11922389.0,3184.7,236973.0,1717.4,34.052238,-118.243344,36.846164,-76.285913
2371,LAX,PHF,25.347457627118644,CA,Los Angeles,VA,Norfolk,11922389.0,3184.7,236973.0,1717.4,34.052238,-118.243344,36.846164,-76.285913
1187,LAX,OKC,222.5593220338983,CA,Los Angeles,OK,Oklahoma City,11922389.0,3184.7,998806.0,433.6,34.052238,-118.243344,35.468494,-97.521264
2330,LAX,PBI,157.77173913043478,CA,Los Angeles,FL,West Palm Beach,11922389.0,3184.7,117588.0,842.8,34.052238,-118.243344,33.90976,-98.500854
859,LAX,PDX,1490.3474576271187,CA,Los Angeles,OR,Portland,11922389.0,3184.7,2095808.0,1868.8,34.052238,-118.243344,45.516018,-122.681425
2402,LAX,PHL,1389.5762711864406,CA,Los Angeles,PA,Philadelphia,11922389.0,3184.7,5683533.0,4578.4,34.052238,-118.243344,39.951061,-75.16562
433,LAX,STS,198.38095238095238,CA,Los Angeles,CA,Santa Rosa,11922389.0,3184.7,296180.0,1618.1,34.052238,-118.243344,38.439698,-122.715642
2239,LAX,RDU,460.85593220338984,CA,Los Angeles,NC,Raleigh,11922389.0,3184.7,1163152.0,1210.0,34.052238,-118.243344,42.673348,-72.179683
2305,LAX,RIC,169.659793814433,CA,Los Angeles,VA,Richmond,11922389.0,3184.7,1073223.0,1463.7,34.052238,-118.243344,37.540759,-77.433932
415,LAX,RNO,698.2457627118644,CA,Los Angeles,NV,Reno,11922389.0,3184.7,457702.0,940.5,34.052238,-118.243344,30.177159,-95.162771
590,LAX,SLC,1451.8305084745762,CA,Los Angeles,UT,Salt Lake City,11922389.0,3184.7,1173879.0,700.8,34.052238,-118.243344,40.758478,-111.888142
2152,LAX,SAV,101.4,CA,Los Angeles,GA,Savannah,11922389.0,3184.7,316050.0,524.8,34.052238,-118.243344,40.115007,-111.654713
2351,LAX,SYR,115.55555555555556,CA,Los Angeles,NY,Syracuse,11922389.0,3184.7,410732.0,2251.6,34.052238,-118.243344,43.047945,-76.147448
1174,AUS,CAK,16.5625,TX,Austin,OH,Cleveland,1905945.0,1154.1,1680247.0,1839.6,30.264979,-97.746598,41.505546,-81.6915
1174,AUS,CLE,177.125,TX,Austin,OH,Cleveland,1905945.0,1154.1,1680247.0,1839.6,30.264979,-97.746598,41.505546,-81.6915
1073,AUS,CMH,236.33333333333334,TX,Austin,OH,Columbus,1905945.0,1154.1,1572546.0,1581.0,30.264979,-97.746598,39.962649,-82.996216
148,AUS,HOU,343.8942307692308,TX,Austin,TX,Houston,1905945.0,1154.1,5970127.0,1384.0,30.264979,-97.746598,29.760803,-95.369506
148,AUS,IAH,134.92307692307693,TX,Austin,TX,Houston,1905945.0,1154.1,5970127.0,1384.0,30.264979,-97.746598,29.760803,-95.369506
304,PHX,SAN,1417.923076923077,AZ,Phoenix,CA,San Diego,4064275.0,1198.9,3046560.0,1639.7,30.406931,-87.217578,32.71576,-117.163817
1396,BOS,EYW,171.75,MA,Boston,FL,Key West,4328315.0,5319.0,26078.0,1798.2,42.358894,-71.056742,70.129129,-143.63129
209,BOS,EWR,1069.635593220339,MA,Boston,NY,New York City,4328315.0,5319.0,18908608.0,11080.3,42.358894,-71.056742,40.123164,-75.333718
209,BOS,ISP,14.146788990825687,MA,Boston,NY,New York City,4328315.0,5319.0,18908608.0,11080.3,42.358894,-71.056742,40.123164,-75.333718
209,BOS,JFK,537.8305084745763,MA,Boston,NY,New York City,4328315.0,5319.0,18908608.0,11080.3,42.358894,-71.056742,40.123164,-75.333718
209,BOS,LGA,2573.915254237288,MA,Boston,NY,New York City,4328315.0,5319.0,18908608.0,11080.3,42.358894,-71.056742,40.123164,-75.333718
343,BOS,ROC,217.58241758241758,MA,Boston,NY,Rochester,4328315.0,5319.0,699921.0,2278.0,42.358894,-71.056742,43.155708,-77.612547
1695,AUS,PVD,69.77118644067797,TX,Austin,MA,Boston,1905945.0,1154.1,4328315.0,5319.0,30.264979,-97.746598,42.358894,-71.056742
2289,BOS,TUS,133.67924528301887,MA,Boston,AZ,Tucson,4328315.0,5319.0,878320.0,863.9,42.358894,-71.056742,35.167852,-103.726151
1998,PHX,DCA,434.3220338983051,AZ,Phoenix,DC,Washington,4064275.0,1198.9,5116378.0,4235.7,30.406931,-87.217578,38.892062,-77.019912
651,PHX,OAK,1074.0338983050847,AZ,Phoenix,CA,San Francisco,4064275.0,1198.9,3364979.0,7030.7,30.406931,-87.217578,37.78008,-122.420168
2217,LAX,MCO,1495.4830508474577,CA,Los Angeles,FL,Orlando,11922389.0,3184.7,1882705.0,1070.2,34.052238,-118.243344,28.538331,-81.378879
1593,LAX,STL,721.1949152542373,CA,Los Angeles,MO,St. Louis,11922389.0,3184.7,2130881.0,1864.3,34.052238,-118.243344,38.630276,-90.200309
2283,LAS,ISP,73.33898305084746,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2283,LAS,EWR,1521.322033898305,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
1139,BOS,MEM,178.54347826086956,MA,Boston,TN,Memphis,4328315.0,5319.0,1037998.0,824.8,42.358894,-71.056742,35.143378,-90.052136
2175,LAS,MIA,552.4491525423729,NV,Las Vegas,FL,Miami,2248047.0,1755.1,6080145.0,4758.9,36.169202,-115.140597,44.977479,-93.264346
2283,LAS,JFK,1931.949152542373,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2342,LAX,MIA,1211.3050847457628,CA,Los Angeles,FL,Miami,11922389.0,3184.7,6080145.0,4758.9,34.052238,-118.243344,44.977479,-93.264346
392,LAX,PHX,1741.9661016949153,CA,Los Angeles,AZ,Phoenix,11922389.0,3184.7,4064275.0,1198.9,34.052238,-118.243344,30.406931,-87.217578
160,AUS,IAH,134.92307692307693,TX,Austin,TX,Houston,1905945.0,1154.1,5970127.0,1384.0,30.264979,-97.746598,29.760803,-95.369506
156,AUS,HOU,343.8942307692308,TX,Austin,TX,Houston,1905945.0,1154.1,5970127.0,1384.0,30.264979,-97.746598,29.760803,-95.369506
978,AUS,MDW,233.01694915254237,TX,Austin,IL,Chicago,1905945.0,1154.1,8497759.0,4614.5,30.264979,-97.746598,41.775002,-87.696388
1284,BOS,FLL,1588.2796610169491,MA,Boston,FL,Miami,4328315.0,5319.0,6080145.0,4758.9,42.358894,-71.056742,44.977479,-93.264346
2283,LAS,HPN,19.3135593220339,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2342,LAX,FLL,1061.2881355932204,CA,Los Angeles,FL,Miami,11922389.0,3184.7,6080145.0,4758.9,34.052238,-118.243344,44.977479,-93.264346
1536,LAX,MSP,1305.4322033898304,CA,Los Angeles,MN,Minneapolis,11922389.0,3184.7,2892569.0,3052.2,34.052238,-118.243344,44.977479,-93.264346
651,PHX,SFO,1248.9915254237287,AZ,Phoenix,CA,San Francisco,4064275.0,1198.9,3364979.0,7030.7,30.406931,-87.217578,37.78008,-122.420168
2401,LAX,PHL,1389.5762711864406,CA,Los Angeles,PA,Philadelphia,11922389.0,3184.7,5683533.0,4578.4,34.052238,-118.243344,39.951061,-75.16562
1238,AUS,SNA,168.16949152542372,TX,Austin,CA,Los Angeles,1905945.0,1154.1,11922389.0,3184.7,30.264979,-97.746598,34.052238,-118.243344
757,BOS,MYR,232.5463917525773,MA,Boston,SC,Myrtle Beach,4328315.0,5319.0,332181.0,594.6,42.358894,-71.056742,33.68785,-78.883852
1272,BOS,RSW,1071.2966101694915,MA,Boston,FL,Fort Myers,4328315.0,5319.0,88699.0,858.3,42.358894,-71.056742,40.253979,-103.801495
2155,LAS,PHF,27.288888888888888,NV,Las Vegas,VA,Norfolk,2248047.0,1755.1,236973.0,1717.4,36.169202,-115.140597,36.846164,-76.285913
1340,AUS,BWI,380.0508474576271,TX,Austin,DC,Washington,1905945.0,1154.1,5116378.0,4235.7,30.264979,-97.746598,38.892062,-77.019912
978,AUS,ORD,666.3898305084746,TX,Austin,IL,Chicago,1905945.0,1154.1,8497759.0,4614.5,30.264979,-97.746598,41.775002,-87.696388
209,BOS,SWF,0.5161290322580645,MA,Boston,NY,New York City,4328315.0,5319.0,18908608.0,11080.3,42.358894,-71.056742,40.123164,-75.333718
943,BOS,BNA,455.3305084745763,MA,Boston,TN,Nashville,4328315.0,5319.0,1177657.0,555.4,42.358894,-71.056742,36.166687,-86.779932
2175,LAS,FLL,678.1355932203389,NV,Las Vegas,FL,Miami,2248047.0,1755.1,6080145.0,4758.9,36.169202,-115.140597,44.977479,-93.264346
240,LAS,BUR,1255.6694915254238,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
2283,LAS,LGA,282.6779661016949,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
1046,BOS,STL,410.8813559322034,MA,Boston,MO,St. Louis,4328315.0,5319.0,2130881.0,1864.3,42.358894,-71.056742,38.630276,-90.200309
1108,AUS,MIA,162.39655172413794,TX,Austin,FL,Miami,1905945.0,1154.1,6080145.0,4758.9,30.264979,-97.746598,44.977479,-93.264346
1238,AUS,LGB,120.69491525423729,TX,Austin,CA,Los Angeles,1905945.0,1154.1,11922389.0,3184.7,30.264979,-97.746598,34.052238,-118.243344
1284,BOS,MIA,995.0169491525423,MA,Boston,FL,Miami,4328315.0,5319.0,6080145.0,4758.9,42.358894,-71.056742,44.977479,-93.264346
290,BOS,PHL,1444.593220338983,MA,Boston,PA,Philadelphia,4328315.0,5319.0,5683533.0,4578.4,42.358894,-71.056742,39.951061,-75.16562
1671,LAX,MSY,791.2457627118644,CA,Los Angeles,LA,New Orleans,11922389.0,3184.7,932759.0,866.5,34.052238,-118.243344,29.950621,-90.074948
651,PHX,SJC,1046.8474576271187,AZ,Phoenix,CA,San Francisco,4064275.0,1198.9,3364979.0,7030.7,30.406931,-87.217578,37.78008,-122.420168
156,AUS,IAH,134.92307692307693,TX,Austin,TX,Houston,1905945.0,1154.1,5970127.0,1384.0,30.264979,-97.746598,29.760803,-95.369506
1998,PHX,BWI,778.0338983050848,AZ,Phoenix,DC,Washington,4064275.0,1198.9,5116378.0,4235.7,30.406931,-87.217578,38.892062,-77.019912
183,AUS,DAL,875.0508474576271,TX,Austin,TX,Dallas,1905945.0,1154.1,5830932.0,1478.7,30.264979,-97.746598,40.11086,-77.035636
709,BOS,DAY,152.65753424657535,MA,Boston,OH,Dayton,4328315.0,5319.0,668825.0,950.0,42.358894,-71.056742,39.760982,-84.192203
396,BOS,BUF,395.5357142857143,MA,Boston,NY,Buffalo,4328315.0,5319.0,944589.0,2645.7,42.358894,-71.056742,39.945422,-78.64671
1695,AUS,MHT,43.21186440677966,TX,Austin,MA,Boston,1905945.0,1154.1,4328315.0,5319.0,30.264979,-97.746598,42.358894,-71.056742
1842,LAX,SDF,174.03389830508473,CA,Los Angeles,KY,Louisville,11922389.0,3184.7,963812.0,923.1,34.052238,-118.243344,38.256078,-85.751569
160,AUS,HOU,343.8942307692308,TX,Austin,TX,Houston,1905945.0,1154.1,5970127.0,1384.0,30.264979,-97.746598,29.760803,-95.369506
2155,LAS,ORF,213.73333333333332,NV,Las Vegas,VA,Norfolk,2248047.0,1755.1,236973.0,1717.4,36.169202,-115.140597,36.846164,-76.285913
1238,AUS,BUR,62.228813559322035,TX,Austin,CA,Los Angeles,1905945.0,1154.1,11922389.0,3184.7,30.264979,-97.746598,34.052238,-118.243344
1998,PHX,IAD,244.38135593220338,AZ,Phoenix,DC,Washington,4064275.0,1198.9,5116378.0,4235.7,30.406931,-87.217578,38.892062,-77.019912
1282,BOS,OMA,123.37288135593221,MA,Boston,NE,Omaha,4328315.0,5319.0,821345.0,1323.9,42.358894,-71.056742,46.07035,-93.666319
1766,BOS,DEN,1237.3813559322034,MA,Boston,CO,Denver,4328315.0,5319.0,2687458.0,1792.9,42.358894,-71.056742,39.738453,-104.984853
1556,AUS,ISP,17.338983050847457,TX,Austin,NY,New York City,1905945.0,1154.1,18908608.0,11080.3,30.264979,-97.746598,40.123164,-75.333718
928,AUS,PIE,37.125,TX,Austin,FL,Tampa,1905945.0,1154.1,2861173.0,1320.9,30.264979,-97.746598,37.8606,-78.804199
1340,AUS,DCA,276.27966101694915,TX,Austin,DC,Washington,1905945.0,1154.1,5116378.0,4235.7,30.264979,-97.746598,38.892062,-77.019912
302,LAX,MRY,173.0,CA,Los Angeles,CA,Salinas,11922389.0,3184.7,177410.0,2672.8,34.052238,-118.243344,36.676795,-121.656421
972,AUS,ORD,666.3898305084746,TX,Austin,IL,Chicago,1905945.0,1154.1,8497759.0,4614.5,30.264979,-97.746598,41.775002,-87.696388
2283,LAS,SWF,16.743362831858406,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
1556,AUS,SWF,12.669811320754716,TX,Austin,NY,New York City,1905945.0,1154.1,18908608.0,11080.299999999997,30.264979,-97.746598,40.123164,-75.333718
183,AUS,DFW,331.8474576271187,TX,Austin,TX,Dallas,1905945.0,1154.1,5830932.0,1478.7,30.264979,-97.746598,40.11086,-77.035636
1556,AUS,JFK,490.22033898305085,TX,Austin,NY,New York City,1905945.0,1154.1,18908608.0,11080.3,30.264979,-97.746598,40.123164,-75.333718
1499,AUS,OAK,165.84745762711864,TX,Austin,CA,San Francisco,1905945.0,1154.1,3364979.0,7030.7,30.264979,-97.746598,37.78008,-122.420168
1695,AUS,BOS,460.8728813559322,TX,Austin,MA,Boston,1905945.0,1154.1,4328315.0,5319.0,30.264979,-97.746598,42.358894,-71.056742
1687,LAX,MSN,119.17857142857143,CA,Los Angeles,WI,Madison,11922389.0,3184.7,451652.0,1268.3,34.052238,-118.243344,43.073926,-89.385244
932,BOS,MSN,132.0,MA,Boston,WI,Madison,4328315.0,5319.0,451652.0,1268.3,42.358894,-71.056742,43.073926,-89.385244
1108,AUS,FLL,287.48275862068965,TX,Austin,FL,Miami,1905945.0,1154.1,6080145.0,4758.9,30.264979,-97.746598,44.977479,-93.264346
399,LAX,STS,198.38095238095238,CA,Los Angeles,CA,Santa Rosa,11922389.0,3184.7,296180.0,1618.1,34.052238,-118.243344,38.439698,-122.715642
1556,AUS,HPN,16.661016949152543,TX,Austin,NY,New York City,1905945.0,1154.1,18908608.0,11080.3,30.264979,-97.746598,40.123164,-75.333718
1238,AUS,ONT,99.41525423728814,TX,Austin,CA,Los Angeles,1905945.0,1154.1,11922389.0,3184.7,30.264979,-97.746598,34.052238,-118.243344
1556,AUS,EWR,514.3050847457627,TX,Austin,NY,New York City,1905945.0,1154.1,18908608.0,11080.3,30.264979,-97.746598,40.123164,-75.333718
1499,AUS,SJC,511.40677966101697,TX,Austin,CA,San Francisco,1905945.0,1154.1,3364979.0,7030.7,30.264979,-97.746598,37.78008,-122.420168
256,LAS,PHX,1663.2941176470588,NV,Las Vegas,AZ,Phoenix,2248047.0,1755.1,4064275.0,1198.9,36.169202,-115.140597,30.406931,-87.217578
1556,AUS,LGA,242.07627118644066,TX,Austin,NY,New York City,1905945.0,1154.1,18908608.0,11080.3,30.264979,-97.746598,40.123164,-75.333718
1238,AUS,LAX,892.3728813559322,TX,Austin,CA,Los Angeles,1905945.0,1154.1,11922389.0,3184.7,30.264979,-97.746598,34.052238,-118.243344
2349,LAX,MIA,1211.3050847457628,CA,Los Angeles,FL,Miami,11922389.0,3184.7,6080145.0,4758.9,34.052238,-118.243344,44.977479,-93.264346
1499,AUS,SFO,595.4152542372881,TX,Austin,CA,San Francisco,1905945.0,1154.1,3364979.0,7030.7,30.264979,-97.746598,37.78008,-122.420168
2238,LAX,RDU,460.85593220338984,CA,Los Angeles,NC,Raleigh,11922389.0,3184.7,1163152.0,1210.0,34.052238,-118.243344,42.673348,-72.179683
972,AUS,MDW,233.01694915254237,TX,Austin,IL,Chicago,1905945.0,1154.1,8497759.0,4614.5,30.264979,-97.746598,41.775002,-87.696388
2349,LAX,FLL,1061.2881355932204,CA,Los Angeles,FL,Miami,11922389.0,3184.7,6080145.0,4758.9,34.052238,-118.243344,44.977479,-93.264346
423,LAX,STS,198.38095238095238,CA,Los Angeles,CA,Santa Rosa,11922389.0,3184.7,296180.0,1618.1,34.052238,-118.243344,38.439698,-122.715642
240,LAS,ONT,573.2203389830509,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
255,LAS,PHX,1663.2941176470588,NV,Las Vegas,AZ,Phoenix,2248047.0,1755.1,4064275.0,1198.9,36.169202,-115.140597,30.406931,-87.217578
1397,BOS,EYW,171.75,MA,Boston,FL,Key West,4328315.0,5319.0,26078.0,1798.2,42.358894,-71.056742,70.129129,-143.63129
1124,PHX,SEA,2283.3582089552237,AZ,Phoenix,WA,Seattle,4064275.0,1198.9,3561397.0,3376.6,30.406931,-87.217578,47.603229,-122.33028
516,PHX,SLC,1268.1692307692308,AZ,Phoenix,UT,Salt Lake City,4064275.0,1198.9,1173879.0,700.8,30.406931,-87.217578,40.758478,-111.888142
240,LAS,SNA,872.957627118644,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
240,LAS,LGB,500.01,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
400,LAX,STS,198.38095238095238,CA,Los Angeles,CA,Santa Rosa,11922389.0,3184.7,296180.0,1618.1,34.052238,-118.243344,38.439698,-122.715642
